;Formula;Format;Comments;Code;Summary;"DCA Formula";"Use Workflow";"Storage Format";"Referenced By";"Cell Count";"Size (GB)";"Clean Cells";Id;AutoCalculation;"Last Update";"Obfuscation Formula";"Stable View Formula";"User View Formula";"Error Comment"
"Направление консо";;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;14;0;;129000000708;true;;;;;
ВГО?;"IN_DIMENSION('s Направления планирования ВГО')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Исходные данные CRM'.'ВГО?', 'M05.02.08 REPORT Детализация PL с версиями'.'ВГО?'";14;2.6077032089233E-8;;129000000763;true;;;IN_DIMENSION('109000000159');"IN_DIMENSION('s Направления планирования ВГО')";
"Сумма прогноз";;"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Исходные данные для плана расходов'.ВВ";14;2.6077032089233E-8;;129000000760;true;;;;;
"Ком блок";;"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000075,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false,""filterType"":""NONE""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"Планирование.'Ком блок'";14;1.0430812835693E-7;;129000000767;true;;;;;
"Display Name";"CODE(ITEM('L Направления'))";"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'M05.02.08 REPORT Детализация PL с версиями'.'Направление БЕ', 'M05.03.05 REPORT Детализация CF с версиями'.'Направление от сегмента'";14;0;;129000000773;true;;;CODE(ITEM('101000000084'));"CODE(ITEM('L Направления'))";
"Направление ВГО";;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'M05.02.08 REPORT Детализация PL с версиями'.'Направление ВГО', 'M05.03.05 REPORT Детализация CF с версиями'.'Направление ВГО'";14;0;;129000000803;true;;;;;
"L Валюты";;;;;;;;;;0;0;;101000000017;;;;;;
"L CF";;;;;;;;;;12775;4.3783336877823E-5;;101000000019;;;;;;
description;;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;Input;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Display name', 'Импорт факта УК CF'.'Статья CF text', 'M05.03.05 REPORT Детализация CF с версиями'.'Наименование статьи'";511;0;;129000000005;true;;;;;
deletionmark;;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;Input;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;511;0;;129000000006;true;;;;;
isfolder;;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;Input;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;511;0;;129000000007;true;;;;;
prihodrashod;;"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;Input;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'L CF И'.Знак, Знак, 'M05.03.05 REPORT Детализация CF с версиями'.'Доход/Расход'";511;0;;129000000008;true;;;;;
item;"ITEM('L CF')";"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000019,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"Code, parent";511;3.8072466850281E-6;;129000000209;true;;;ITEM('101000000019');"ITEM('L CF')";
Code;CODE('item');"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'CF И', 'Display name', 'Расчетная статья?', '05 блок CF', 'M01.04.38 MAP БК - статьи ЕКДР, PL и CF (Выручка и Себест)'.'Код статьи CF Себестоимость', 'M01.04.38 MAP БК - статьи ЕКДР, PL и CF (Выручка и Себест)'.'Код статьи CF выручка', 'M05.03.01 REPORT CF по Доменам'.'Код статьи CF', 'M01.04.16 MAP CF - CF расчетные статьи'.'Для суммы код', 'M05.03.05 REPORT Детализация CF с версиями'.'Статья код', 'Импорт HR CF'.'l_cf_code', 'Импорт Расходы по ЦФО OPEX ручной ввод'.'CF01* (логический)', 'M01.04.27 MAP PL и CF'.'Код статьи CF конс', 'M03.01.05 Ручной ввод Расходы и Доходы (расчет)'.'CF01* (логический)', 'Импорт Расходы по ЦФО OPEX ручной ввод (ЦФО)'.'CF01* (логический)', 'M03.01.06 Ручной ввод Расходы по ЦФО OPEX (расчет)'.'CF01* (логический)', 'M05.03.06 REPORT CF по БЕ'.'Код статьи CF', 'M01.04.39 MAP БК - Вид Работ - статьи ЕКДР, PL и CF (Себест в импорте ТД)'.'Код статьи CF выручка', 'M01.04.39 MAP БК - Вид Работ - статьи ЕКДР, PL и CF (Себест в импорте ТД)'.'Код статьи CF Себестоимость', 'M02.02.06 IMPORT 1С:УХ ручной слой'.'ПДС?', 'M01.04.42 MAP Продукт CRM - статьи ЕКДР, PL и CF (Выручка и Себест)'.'Код статьи CF выручка', 'M01.04.42 MAP Продукт CRM - статьи ЕКДР, PL и CF (Выручка и Себест)'.'Код статьи CF Себестоимость', 'M01.04.52 MAP Продукт CRM - Вид работ - статьи ЕКДР, PL и CF (Выручка и Себест)'.'Код статьи CF Себестоимость'";511;0;;129000000207;true;;;CODE('129000000209');CODE('item');
"Исключать Контрагента в CF из данных воронки";;"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Сделки помесячно с измерением показателей'.'Контрагент 1С УХ CC CF', 'Сделки помесячно с измерением показателей'.'Контрагент по сделке CC CF', 'Сделки помесячно с измерением показателей'.'Домен от контрагента СС CF', 'Сделки помесячно с измерением показателей'.'БЕ от контрагента СС CF'";511;9.5181167125702E-7;;129000000710;true;;;;;
"CF И";"FINDITEM('L CF И', 'Code')";"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000043,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Для сабсета'";511;3.8072466850281E-6;;129000000208;true;;;"FINDITEM('101000000043', '129000000207')";"FINDITEM('L CF И', 'Code')";
parent;PARENT('item');"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000019,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'1', '2', '3', '4'";511;3.8072466850281E-6;;129000000210;true;;;PARENT('129000000209');PARENT('item');
1;"IF 'parent' = """" OR 'parent' = 'L CF'.'0000000000' THEN 1 ELSE 0";"{""dataType"":""NUMBER"",""minimumSignificantDigits"":-1,""decimalPlaces"":0,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""SPACE"",""negativeNumberNotation"":""MINUS_SIGN"",""zeroFormat"":""ZERO"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""currencyCode"":null,""customUnits"":null,""comparisonIncrease"":""GOOD"",""nanApplied"":false,""nanDisplayValue"":""NaN""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'2', Уровень, 'Уровень 1'";511;3.8072466850281E-6;;129000000211;true;;;"IF '129000000210' = """" OR '129000000210' = '101000000019'.'226000000001' THEN 1 ELSE 0";"IF 'parent' = """" OR 'parent' = 'L CF'.'0000000000' THEN 1 ELSE 0";
2;"IF SELECT('1', 'L CF':'parent') = 1 AND 'parent' <> 'L CF'.'0000000000' THEN 2 ELSE 0";"{""dataType"":""NUMBER"",""minimumSignificantDigits"":-1,""decimalPlaces"":0,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""SPACE"",""negativeNumberNotation"":""MINUS_SIGN"",""zeroFormat"":""ZERO"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""currencyCode"":null,""customUnits"":null,""comparisonIncrease"":""GOOD"",""nanApplied"":false,""nanDisplayValue"":""NaN""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'3', Уровень, 'Уровень 1-2'";511;3.8072466850281E-6;;129000000212;true;;;"IF SELECT('129000000211', '101000000019':'129000000210') = 1 AND '129000000210' <> '101000000019'.'226000000001' THEN 2 ELSE 0";"IF SELECT('1', 'L CF':'parent') = 1 AND 'parent' <> 'L CF'.'0000000000' THEN 2 ELSE 0";
3;"IF SELECT('2', 'L CF':'parent') = 2 THEN 3 ELSE 0";"{""dataType"":""NUMBER"",""minimumSignificantDigits"":-1,""decimalPlaces"":0,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""SPACE"",""negativeNumberNotation"":""MINUS_SIGN"",""zeroFormat"":""ZERO"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""currencyCode"":null,""customUnits"":null,""comparisonIncrease"":""GOOD"",""nanApplied"":false,""nanDisplayValue"":""NaN""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'4', Уровень, 'Уровень 1-3'";511;3.8072466850281E-6;;129000000213;true;;;"IF SELECT('129000000212', '101000000019':'129000000210') = 2 THEN 3 ELSE 0";"IF SELECT('2', 'L CF':'parent') = 2 THEN 3 ELSE 0";
4;"IF SELECT('3', 'L CF':'parent') = 3 THEN 4 ELSE 0";"{""dataType"":""NUMBER"",""minimumSignificantDigits"":-1,""decimalPlaces"":0,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""SPACE"",""negativeNumberNotation"":""MINUS_SIGN"",""zeroFormat"":""ZERO"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""currencyCode"":null,""customUnits"":null,""comparisonIncrease"":""GOOD"",""nanApplied"":false,""nanDisplayValue"":""NaN""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";Уровень;511;3.8072466850281E-6;;129000000214;true;;;"IF SELECT('129000000213', '101000000019':'129000000210') = 3 THEN 4 ELSE 0";"IF SELECT('3', 'L CF':'parent') = 3 THEN 4 ELSE 0";
Уровень;"'1' + '2' + '3' + '4'";"{""dataType"":""NUMBER"",""minimumSignificantDigits"":-1,""decimalPlaces"":0,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""SPACE"",""negativeNumberNotation"":""MINUS_SIGN"",""zeroFormat"":""ZERO"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""currencyCode"":null,""customUnits"":null,""comparisonIncrease"":""GOOD"",""nanApplied"":false,""nanDisplayValue"":""NaN""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'M05.03.01 REPORT CF по Доменам'.Цвет, 'M05.03.06 REPORT CF по БЕ'.Цвет";511;3.8072466850281E-6;;129000000215;true;;;"'129000000211' + '129000000212' + '129000000213' + '129000000214'";"'1' + '2' + '3' + '4'";
"Уровень 1";"'1' = 1";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Уровень 1-2'";511;9.5181167125702E-7;;129000000216;true;;;"'129000000211' = 1";"'1' = 1";
"Уровень 1-2";"'Уровень 1' OR '2' = 2";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Уровень 1-3'";511;9.5181167125702E-7;;129000000217;true;;;"'129000000216' OR '129000000212' = 2";"'Уровень 1' OR '2' = 2";
"Уровень 1-3";"'Уровень 1-2' OR '3' = 3";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;511;9.5181167125702E-7;;129000000218;true;;;"'129000000217' OR '129000000213' = 3";"'Уровень 1-2' OR '3' = 3";
"Все уровни";TRUE;"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Formula;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;511;9.5181167125702E-7;;129000000219;true;;;TRUE;TRUE;
"Для сабсета";"SELECT('L CF И'.'В сабсете', 'L CF И':'CF И')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;511;9.5181167125702E-7;;129000000376;true;;;"SELECT('129000000375', '101000000043':'129000000208')";"SELECT('L CF И'.'В сабсете', 'L CF И':'CF И')";
"Расчетная статья?";"FINDTEXT('Code', 'M01.02.13 Настройка расчетных статей PL и CF'.'textsum CF УК') > 0";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'M05.03.01 REPORT CF по Доменам'.Итог, 'M05.03.01 REPORT CF по Доменам'.'Предварительный итог', 'M05.03.01 REPORT CF по Доменам'.Отклонение, 'M05.03.01 REPORT CF по Доменам'.'Фильтр отклонений CF', 'M05.03.06 REPORT CF по БЕ'.Итог, 'M05.03.06 REPORT CF по БЕ'.'Предварительный итог', 'M05.03.06 REPORT CF по БЕ'.Отклонение, 'M05.03.06 REPORT CF по БЕ'.'Фильтр отклонений CF по БЕ'";511;9.5181167125702E-7;;129000000380;true;;;"FINDTEXT('129000000207', '376000003182') > 0";"FINDTEXT('Code', 'M01.02.13 Настройка расчетных статей PL и CF'.'textsum CF УК') > 0";
"05 блок CF";"LEFT('Code', 4) = ""CF05""";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Расходы по ЦФО OPEX CF ручной ввод'.'05 Блок CF?', 'M03.01.05 Ручной ввод Расходы и Доходы (расчет)'.'05 Блок CF?', 'Расходы по ЦФО OPEX ручной ввод (Проекты)'.'Фильтр выгрузки CF 05', 'M03.01.06 Ручной ввод Расходы по ЦФО OPEX (расчет)'.'Фильтр выгрузки CF 05'";511;9.5181167125702E-7;;129000000490;true;;;"LEFT('129000000207', 4) = ""CF05""";"LEFT('Code', 4) = ""CF05""";
Знак;"IF 'prihodrashod' = ""Расход"" THEN -1 ELSE 1";"{""dataType"":""NUMBER"",""minimumSignificantDigits"":-1,""decimalPlaces"":0,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""SPACE"",""negativeNumberNotation"":""MINUS_SIGN"",""zeroFormat"":""ZERO"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""currencyCode"":null,""customUnits"":null,""comparisonIncrease"":""GOOD"",""nanApplied"":false,""nanDisplayValue"":""NaN""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'План расходов ТД'.'Сумма несобственных затрат CF', 'План расходов ТД'.'Себестоимость не распределенная ТД CF', 'M05.03.01 REPORT CF по Доменам'.'Предварительный расчет (новый)', 'M05.03.05 REPORT Детализация CF с версиями'.'Списание_dwh', 'M05.03.05 REPORT Детализация CF с версиями'.'Сумма_dwh', 'M05.03.05 REPORT Детализация CF с версиями'.'Ошибки в знаке?', 'M05.03.05 REPORT Детализация CF с версиями'.'Ошибки в знаке? final', 'Импорт HR CF'.'CF со знаком', 'Сделки помесячно с измерением показателей'.'Себестоимость из воронки CF выгрузка', 'Сделки помесячно с ТД корректировки'.'Сумма оплат CF со знаком', 'Расходы по ЦФО OPEX CF ручной ввод'.'CF со знаком', 'M03.01.05 Ручной ввод Расходы и Доходы (расчет)'.'CF со знаком', 'Расходы по ЦФО OPEX ручной ввод (Проекты)'.'CF со знаком', 'M03.01.06 Ручной ввод Расходы по ЦФО OPEX (расчет)'.'CF со знаком', 'Расходы ЦСП (корректировки) СF и PL'.CF, 'Сделки помесячно по ЦК'.'Себестоимость из воронки CF выгрузка', 'M05.03.06 REPORT CF по БЕ'.'Предварительный расчет (новый)', 'Свод данных по БК и ЦК new'.'Себестоимость ExGap (руб) CF выгрузка', 'M02.02.11c IMPORT План расходов ТД CRM и EG (на месяцах)'.'Распределенная СС с учетом НДС и знака', 'M02.02.11c IMPORT План расходов ТД CRM и EG (на месяцах)'.'Нераспределенная СС с учетом НДС и знака', 'M03.01.12 Распределение выручки и себестоимости по МВЗ (на месяцах)'.'СС с учетом НДС и знака'";511;3.8072466850281E-6;;129000000379;true;;;"IF '129000000008' = ""Расход"" THEN -1 ELSE 1";"IF 'prihodrashod' = ""Расход"" THEN -1 ELSE 1";
